Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID
BD,Randy's Service Stations Inc,8030 W Mason Rd,Corner of Mason and Fowlerville Road,Fowlerville,MI,48836,,517-223-8609,E,,Public - see hours,5am-7pm M-Sat,Cash Checks A D M V Voyager Wright_Exp,"B99, B50, B20",,,,,,,,,200-8,42.5995483,-84.0713695,2012-02-29,13810
LPG,Miller's Bottled Gas Co Inc,110 E Campbell Ln,Off Highway 880,Bowling Green,KY,42101,5201,270-842-9427,E,,Public - see hours,"8am-4pm M-F, 8am-12pm Sat (last of the month of summer)",Cash D M V,,,,,,,,,,200-8,37.0565881,-86.4412842,2011-04-30,13813
LPG,Kellermyers,2825 S State Route 66,0.5 mile south of Defiance High School on State Route 66,Defiance,OH,43512,9088,419-782-9840,E,,Public - see hours,"8am-5:30pm M-F, 8am-12pm Sat (Sat hours in winter only)",Cash,,,,,,,,,,200-8,41.4012055,-84.3610436,2011-02-28,13817
LPG,AmeriGas,10501 Airport Hwy,"Between Garden Road and the airport, on south side",Swanton,OH,43558,9578,419-865-4386,E,,Public - see hours,8am-4pm M-F,Cash A D M V,,,,,,,,,,200-8,41.599998,-83.793007,2011-02-28,13818
LPG,AmeriGas,2400 S Main St,"From State Route 224 take S Main Street S, 0.25 mile on right at corner of N Turkeyfoot",Akron,OH,44319,1135,330-644-0608,E,,Public - see hours,8am-4pm M-F,Cash M V,,,,,,,,,,200-8,41.021243,-81.527391,2011-02-28,13822
LPG,Canon's Lawn and Garden,7924 Warren Sharon Rd,Off Old Route 82 E,Brookfield,OH,44403,,330-448-4222,E,,Public - see hours,"8am-5pm M-F, 9am-4pm Sat, 10am-2pm Sun (winter hours: 9am-5pm M-F)",Cash A D M V,,,,,,,,,,200-8,41.2341419,-80.568669,2011-02-28,13826
LPG,Ohio Gas & Appliance,2141 Progress St,"North on I-77, exit at Strasburg, south to Dover on Route 21, right at first stop light, 1 mile on Ohio Avenue, left on Progress Street",Dover,OH,44622,9654,330-343-8300,E,,Public - call ahead,8am-4:30pm M-F,Cash A D M V,,,,,,,,,,200-8,40.5364549,-81.496308,2011-02-28,13827
LPG,Frantom Sunoco,2006 W Michigan St,Exit 92 on I-75 W,Sidney,OH,45365,9069,937-492-6510,E,,Public - see hours,8am-5pm daily,Cash A D M V,,,,,,,,,,200-8,40.287838,-84.1837749,2011-02-28,13834
LPG,Crawford's Market & Campground,US Route 40,6 miles E of Springfield,Springfield,OH,45502,,937-568-4266,E,,Public - see hours,9am-6pm daily,Cash Checks M V,,,,,,,,,,GPS,39.923786,-83.689722,2011-02-28,13835
LPG,McMahan's Bottle Gas,3551 Intercity Dr,At Harshman Road and Valley Street,Dayton,OH,45424,5123,937-233-0831,E,,Public - see hours,"8am-6pm M, W, F, Sat; 8am-8pm T and Th",Cash D M V,,,,,,,,,,200-8,39.801029,-84.119527,2011-02-28,13839
LPG,Ferrellgas,1750 W Epler Ave,"At State Road 37, at northeast corner",Indianapolis,IN,46217,9689,317-783-0236,E,,Public - see hours,8am-5pm M-F,Cash D M V,,,,,,,,,,200-8,39.686615,-86.191397,2011-05-31,13845
LPG,Franger Gas Company Inc,27795 County Road 10 W,2 miles west of Main Street and Bristol Street intersection,Elkhart,IN,46514,,574-264-2118,E,,Public - see hours,"8am-5pm M-F, 9am-12pm Sat",Cash Checks D M V,,,,,,,,,,200-8,41.2294876,-86.4666237,2011-05-31,13847
LPG,Ferrellgas,6910 Metropark Dr,,Fort Wayne,IN,46818,,260-422-6481,E,,Public - call ahead,8am-5pm M-F,Cash D M V,,,,,,,,,,200-6,41.14195,-85.184859,2011-05-31,13856
LPG,Pearce Bottled Gas Inc,9360 Highway 150,"From I-64, exit 119, 7.5 miles on right",Greenville,IN,47124,9551,812-923-8891,E,,Public - see hours,"8am-4:30pm M-F, 8am-12pm Sat",Cash M V,,,,,,,,,,200-8,38.3713315,-85.9835376,2011-05-31,13859
LPG,Hoosiers Propane,6088 E State Route 46,10 miles west of 1-65 on SR-46,Nashville,IN,47448,8662,812-988-4503,E,,Public - call ahead,8am-5pm M-F; vehicle must have alternative fuel sticker,Cash A D M V,,,,,,,,,,200-8,39.1521431,-86.365364,2011-05-31,13863
LPG,Jebb's Gas,2723 S 6th St,,Terre Haute,IN,47802,3585,812-232-6185,E,,Public - call ahead,8am-5pm M-F,Cash D M V,,,,,,,,,,200-8,39.437937,-87.409221,2011-05-31,13867
LPG,Fireside Shop,18701 Northline Rd,Off I-75 exit 37,Southgate,MI,48195,2262,734-287-4545,E,,Public - see hours,"10am-6pm M-F, 10am-5pm Sat",Cash A D M V,,,,,,,,,,200-8,42.212838,-83.224157,2012-02-29,13875
LPG,Greene's Gas Co,2625 S Huron Rd,0.5 mile north of Kawkawlin,Kawkawlin,MI,48631,9170,989-684-3701,E,,Public - see hours,8am-5pm M-F,Cash D M V,,,,,,,,,,200-8,43.663709,-83.9498458,2012-02-29,13887
LPG,Northwest Energy,2230 Lansing Rd,"I-69 S, exit 61, 1 mile off highway",Charlotte,MI,48813,8423,517-543-1363,E,,Public - call ahead,8am-4:30pm M-F,Cash Checks A D M V,,,,,,,,,,200-8,42.5922371,-84.7911681,2012-02-29,13889
LPG,Coyne Oil and Propane,914 W Pickard St,,Mount Pleasant,MI,48858,1061,989-772-2270,E,,Public - see hours,8am-5pm M-F,Cash D M V,,,,,,,,,,200-8,43.6117155,-84.7868175,2012-02-29,13891
LPG,Gas Production Co Inc,8512 Howard City Edmore Rd,0.5 mile west of Crystal Road on M-46,Vestaburg,MI,48891,9406,989-268-5079,E,,Public - see hours,8am-5pm M-F,Cash D M V,,,,,,,,,,200-8,43.4082649,-84.9258878,2012-02-29,13892
LPG,Tapper Propane,79221 M-51 Highway,5 miles south of I-94,Decatur,MI,49045,,269-423-2366  269-423-6031,E,,Public - call ahead,"8am-5pm M-F, 8am-12pm Sat",Cash Checks A M V,,,,,,,,,,200-8,42.0842653,-86.1078015,2012-02-29,13900
LPG,Pennington Gas Service,9155 W Weston Rd,Off M-52,Morenci,MI,49256,9592,517-458-7107,E,,Public - call ahead,8am-5pm M-F,Cash A D M V,,,,,,,,,,200-8,41.722914,-84.195904,2012-02-29,13911
LPG,Holton's LP Gas,13443 Northland Dr,South of Cedar Springs,Cedar Springs,MI,49319,9404,616-696-9640,E,,Public - see hours,7:30am-4:30pm M-F,Cash A D M V,,,,,,,,,,200-8,43.209552,-85.552426,2012-02-29,13917
LPG,River Valley Auto,300 Northland Dr,"US-31, Rockford exit",Rockford,MI,49341,1401,616-866-4578,E,,Public - see hours,"7am-6pm M-F, 8am-5pm Sat",Cash A D M V,,,,,,,,,,200-8,43.1256479,-85.5507168,2012-02-29,13923
LPG,ProGas,13385 168th Ave,"US 31 to Ferris, east 1 block to 168th",Grand Haven,MI,49417,9440,616-842-9240,E,,Public - see hours,8am-5pm M-F,Cash Checks D M V,,,,,,,,,,200-8,43.011254,-86.205609,2012-02-29,13924
LPG,Cenex - Heart of Iowa Co-op,633 Market Ave,At Broad St,Story City,IA,50248,1049,515-733-4358,E,,Public - credit card at all times,24 hours daily,A D M V FuelMan GasCard Wright_Exp,,,,,,,,,,200-8,42.18877,-93.600452,2011-02-28,13943
LPG,AmeriGas,609 W Milwaukee St,Near Highway 7,Storm Lake,IA,50588,1500,507-376-3697,E,,Public - call ahead,7:30am-4:30pm M-F,Cash M V,,,,,,,,,,200-8,42.647635,-95.208946,2011-12-31,13945
LPG,Davico Car Wash,903 Gilbert St,"Business 218, next to courthouse",Charles City,IA,50616,2728,641-228-6473,E,,Public - see hours,7:30am-7pm daily M-Sat; Phillips 66 card also accepted,Cash A D M V,,,,,,,,,,200-8,43.0654078,-92.6829356,2011-02-28,13946
LPG,East Central Iowa Co-op,1467 W Airline Hwy,1.5 miles east on Airport,Waterloo,IA,50703,9629,319-235-6281  800-400-3247,E,,Public - call ahead,8am-4:30pm M-F,Cash A D M V,,,,,,,,,,200-8,42.5419822,-92.3661955,2011-02-28,13948
LPG,Farmers Cooperative Oil Co,603 2nd Ave,1 block south of Highway 18 and Highway 60,Sheldon,IA,51201,1140,712-324-3455,E,,Public - see hours,"7am-5:30pm M-F, 7am-12pm Sat",Cash A D M V,,,,,,,,,,200-8,43.1847754,-95.854643,2011-02-28,13950
LPG,United Farmers Mercantile Co-op,203 W Oak St,"At Highway 34, refuel on hardware side",Red Oak,IA,51566,1432,712-623-5453,E,,Public - see hours,"7:30am-6:30pm M-F, 7:30am-4:30pm Sat",Cash A D M V,,,,,,,,,,200-8,41.0166887,-95.2328709,2011-02-28,13953
LPG,Ferrellgas,4770 420th St SE,,Iowa City,IA,52240,,319-354-4220,E,,Public - call ahead,7:30am-4:30pm M-F,Cash D M V,,,,,,,,,,200-8,41.629339,-91.466209,2011-02-28,13958
LPG,Consumers Cooperative Society,3500 Second St,"I-80 to exit 240, take Highway 6 west 1 mile",Coralville,IA,52241,3205,319-545-2012,E,,Public - call ahead,7am-4:30pm M-F,Cash A D M V,,,,,,,,,,200-8,41.69935,-91.628914,2011-02-28,13959
LPG,AmeriGas,802 14th Ave SW,,Cedar Rapids,IA,52404,2666,319-365-4647,E,,Public - call ahead,8am-4:30pm M-F,Cash A D M V,,,,,,,,,,200-8,41.9638463,-91.6794366,2011-02-28,13964
LPG,Motor Propane Service Inc,W 2059 Garton Rd,"Off I-43 exit 128, 1.5 miles west on Highway 42, station on left",Sheboygan,WI,53083,,920-565-4166,E,,Public - see hours,"1pm-5pm M-F, 9am-2pm Sat",Cash M V,,,,,,,,,,200-8,43.818916,-87.799053,2011-08-31,13975
LPG,AmeriGas,4117 Terminal Dr,"Near Highway 51, or intersection of 12 and 18",McFarland,WI,53558,9437,800-437-9144,E,,Public - call ahead,8am-4:30pm M-F,Cash A D M V,,,,,,,,,,200-8,43.0386062,-89.3027152,2011-08-31,13981
LPG,Ferrellgas,1301 S Stoughton Rd,,Madison,WI,53716,,608-222-7711,E,,Public - see hours,8am-5pm M-F,Cash A D M V,,,,,,,,,,200-8,43.079007,-89.309471,2011-08-31,13982
LPG,Roche-A-Cri Gas,503 S Main St,"Highway 13, south side of town near railroad tracks",Adams,WI,53910,9333,608-339-6211,E,,Public - see hours,"8am-4:30pm M-F, 8am-12pm Sat",Cash D M V,,,,,,,,,,200-8,43.9650573,-89.8178412,2011-08-31,13985
LPG,United Cooperative - Cenex,7160 N Raceway Rd,0.5 mile east of intersection of Highway 151 and Highway 33,Beaver Dam,WI,53916,9315,920-887-1756,E,,Public - call ahead,7am-8pm M-Sat,Cash A D M V,,,,,,,,,,200-8,43.451991,-88.807407,2011-08-31,13988
LPG,Lakes Gas Co,50 Packer Dr,Off Hwy 12,Roberts,WI,54023,,800-826-1566,E,,Public - call ahead,8am-4:30pm M-F,Cash D M V,,,,,,,,,,200-8,44.991815,-92.546701,2011-08-31,13989
LPG,Ferrellgas,801 Prospect Ave,"East on Country Road M from State Road 35, left on Industrial Boulevard",Osceola,WI,54020,8104,715-294-2411,E,,Public - call ahead,8am-9am M-F,Cash M V,,,,,,,,,,200-8,45.3213741,-92.6848373,2011-08-31,13992
LPG,Motor Propane Service Inc,5050 Center Rd,"Exit 149 from I-43, Highway 151 to Highway 42, south 2 miles, east on Center Road, 1 mile on right",Manitowoc,WI,54220,9713,920-758-2479,E,,Public - see hours,8am-5pm M-F,Cash M V,,,,,,,,,,200-8,44.038856,-87.750003,2011-08-31,13999
LPG,AmeriGas,1584 Neva Rd,US Highway 45,Antigo,WI,54409,2339,715-623-4141,E,,Public - see hours,8am-4:30pm M-F,Cash A D M V,,,,,,,,,,200-8,45.1531319,-89.1486094,2011-08-31,14005
LPG,Superior Gas Service,212 W 14th St,1.5 blocks west of Central Avenue,Marshfield,WI,54449,4123,715-384-8020,E,,Public - call ahead,8am-5pm M-F,Cash,,,,,,,,,,200-8,44.6556088,-90.1796764,2011-08-31,14006
LPG,AmeriGas,112 S Park St,"Near Highways 8, 14, and 47",Rhinelander,WI,54501,3362,715-365-7700,E,,Public - see hours,7:30am-4:30pm M-F,Cash D M V,,,,,,,,,,200-8,45.6327592,-89.4119724,2011-08-31,14010
LPG,Medford Cooperative,1315 Railroad Ave,Center Street and City Road,Prentice,WI,54556,1068,715-428-2311,E,,Public - call ahead,8am-4:30pm M-F,Cash M V,,,,,,,,,,200-8,45.541354,-90.2885133,2011-08-31,14013
LPG,Midland Services Inc,411 Sanborn Ave,"From the Junction of US Highway 2, south 2 blocks",Ashland,WI,54806,1016,715-682-2745,E,,Public - see hours,8am-11:30am M-Sat,Cash A D M V,,,,,,,,,,200-8,46.578846,-90.906851,2011-08-31,14017
LPG,Mr. Tire,924 Hammond Ave,"Northwest corner of Main Street and South, intersection of Highway 48 and 53",Rice Lake,WI,54868,1211,715-234-8191,E,,Public - see hours,9am-5pm M-F,Cash A D M V,,,,,,,,,,200-8,45.511284,-91.740166,2011-08-31,14022
LPG,Ferrellgas,N 1081 Tower View Dr,West 2 miles on Wisconsin Avenue off Highway 41 to Tower View Drive,Greenville,WI,54942,8684,920-757-0404,E,,Public - call ahead,8am-4:30pm M-F,Cash D M V,,,,,,,,,,200-8,44.279695,-88.510837,2011-08-31,14024
LPG,Lakes Gas Co,3900 Washington Ave N,I-94 and Dowling,Minneapolis,MN,55412,2144,612-529-9276,E,,Public - see hours,7am-4pm M-F,Cash D M V,,,,,,,,,,200-8,45.026442,-93.283186,2011-07-31,14041
LPG,Dooley's,7011 County Rd 15 SW,"Highway 7 to County Road 15, west 0.25 mile",Montevideo,MN,56265,3655,320-269-7160,E,,Public - call ahead,"7am-5pm M-F, 7am-12pm Sat",Cash D M V,,,,,,,,,,200-8,44.9493415,-95.7447543,2011-07-31,14055
LPG,Morris Co-op Association,1000 Atlantic Ave,At 10th Street,Morris,MN,56267,1196,320-589-4744,E,,Public - see hours,"6am-6pm M-F, 6am-1pm Sat",Cash A D M V,,,,,,,,,,200-8,45.5903145,-95.9182914,2011-07-31,14056
LPG,Lakes Gas Co,4326 W Lake St,Highway 371 N at north edge of town,Pequot Lakes,MN,56472,,218-568-8433,E,,Public - call ahead,8am-4:30pm M-F,Cash D M V,,,,,,,,,,200-8,46.5991498,-94.3133711,2011-07-31,14059
LPG,F&M Cooperative Oil,45316 W Highway 34,At Highway 81,Madison,SD,57042,,605-256-4516,E,,Public - see hours,"6am-10pm M-Sat, 8am-10pm Sun",Cash A D M V Wright_Exp,,,,,,,,,,200-8,44.007606,-97.145715,2011-09-30,14062
LPG,Sioux Valley Cooperative,220 10th St,"Highway 20 N, across the street from The Pizza Ranch",Watertown,SD,57201,0965,605-886-5829,E,,Public - see hours,"7am-6pm M-F, 7am-5pm Sat",Cash A D M V,,,,,,,,,,200-8,44.904161,-97.1312523,2011-09-30,14064
LPG,UPI Petroleum Conoco,313 W Forth Ave,"On Highway 12 W, two blocks west of Highway 15 intersection",Milbank,SD,57252,,605-432-5561,E,,Public - call ahead,8am-5pm daily,Cash A D M V,,,,,,,,,,200-8,45.2190597,-96.6437461,2011-09-30,14065
LPG,Wegman Oil Co,203 Ranney Ave,,Raymond,SD,57258,,605-532-5834,E,,Public - call ahead,"8am-6pm M-F, 8am-12pm Sat",Cash A D M V,,,,,,,,,,200-8,44.9112576,-97.9406326,2011-09-30,14066
LPG,Lakeview Sinclair,1200 E King Ave,"I-90, Exit 263",Chamberlain,SD,57325,,605-734-6396,E,,Public - see hours,"7am-8pm daily (winter months), 6am-10pm daily (summer months)",Cash A D M V,,,,,,,,,,GPS,43.806069,-99.321733,2011-09-30,14072
LPG,Raymond Oil Co,703 Second St SW,1 block north of the intersection of 3rd and Dakota Ave,Huron,SD,57350,1864,605-352-8711,E,,Public - call ahead,"8am-6pm M-F, 8am-12pm Sat",Cash A D M V,,,,,,,,,,200-8,44.3644736,-98.2257343,2011-09-30,14073
LPG,Brick Propane Inc,721 S State St,2 blocks south of 6th Ave SE/Highway 12,Aberdeen,SD,57401,6213,605-225-6383,E,,Public - see hours,"8am-5:30pm M-F, 8am-12pm Sat",Cash D M V,,,,,,,,,,200-8,45.4578189,-98.4792592,2011-09-30,14074
LPG,Brick Propane Inc,711 Vander Horck St,At southeast corner of Highway 10 and Main,Britton,SD,57430,0089,605-448-2276,E,,Public - call ahead,"8am-5:30pm M-F, 8am-12pm Sat",Cash M V,,,,,,,,,,200-8,45.7912651,-97.7516418,2011-09-30,14075
LPG,Northstar Energy,4418 N Main St,Next to grocery store,Selby,SD,57472,0136,605-649-7060,E,,Public - call ahead,8am-5pm M-F,Cash A D M V,,,,,,,,,,200-8,45.5065672,-100.0321849,2011-09-30,14076
LPG,Shell's Quick Stop,621 W Sioux Ave,"Across from McDonald's on Highway 14, 34, and 83",Pierre,SD,57501,1854,605-224-6266,E,,Public - call ahead,6am-11pm daily,Cash A D M V,,,,,,,,,,200-8,44.3710818,-100.3613089,2011-09-30,14077
LPG,D&R Propane Inc,Highway 212 W,0.25 mile west of Eagle Butte,Eagle Butte,SD,57625,0581,605-964-4509,E,,Public - see hours,8am-5pm M-F,Cash D M V,,,,,,,,,,GPS,45.007614,-101.245653,2011-09-30,14078
LPG,Dakota Plains,151 9th Ave NW,1 block north of I-94 loop,Valley City,ND,58072,2725,701-845-0812,E,,Public - see hours,"6am-6pm M-F, 9am-12pm Sat",Cash A D M V,,,,,,,,,,200-8,46.9230069,-98.0149497,2011-09-30,14083
LPG,Cenex - Farmers Union Oil Co - North Star Co-op,1304 Highway 5 W,,Cavalier,ND,58220,,701-265-3373,E,,Public - see hours,"7am-5:30pm M-F, 7am-2pm Sat",Cash A D M V,,,,,,,,,,GPS,48.79105,-97.642519,2011-09-30,14084
LPG,Cenex - Farmers Union Oil Co,241 W Main St,Highway 23,New Town,ND,58763,4006,701-627-3636,E,,Public - call ahead,"7am-6pm M-F, 8am-3pm Sat",Cash A D M V,,,,,,,,,,200-8,47.9794479,-102.4925614,2011-09-30,14087
LPG,V-1 Propane,2345 Highway 212,West of Ashland,Ashland,MT,59003,212,406-784-2527,E,,Public - call ahead,8am-5pm M-F,Cash M V,,,,,,,,,,GPS,45.595158,-106.278192,2011-12-31,14088
LPG,AmeriGas,306 4th St,At Spring,Gardiner,MT,59030,,406-848-7271,E,,Public - see hours,8am-12pm and 1pm-5pm M-F,Cash A D M V,,,,,,,,,,GPS,45.031919,-110.708867,2011-11-30,14089
LPG,Cenex - Town & Country Supply Association,800 E Main,,Laurel,MT,59044,2866,406-628-6314,E,,Public - see hours,"7am-6pm M-F, 8am-4pm Sat",Cash A D M V,,,,,,,,,,200-8,45.67233,-108.76157,2011-11-30,14091
LPG,V-1 Propane,510 8th Ave E,0.5 mile east of Highway 87 N on Highway 12 E,Roundup,MT,59072,0827,406-323-3108,E,,Public - see hours,8am-5pm M-F,Cash A D M V,,,,,,,,,,200-8,46.4487959,-108.5379701,2011-11-30,14092
LPG,Farmers Union Oil Co,303 W Montana Ave,West on W Montana Ave from downtown,Deer Lodge,MT,59722,1435,406-778-2519,E,,Public - see hours,7am-6pm M-Sat,Cash A D M V,,,,,,,,,,200-8,46.3968614,-112.7350619,2011-11-30,14096
LPG,Taylor's True Value Farm Store,714 Roosevelt Hwy,"Off Highway 2, head east into town, station on right side",Shelby,MT,59474,1840,406-434-5547,E,,Public - see hours,"7am-6pm M-Sat, 9am-5pm Sun",Cash A D M V,,,,,,,,,,200-8,48.509598,-111.864547,2011-11-30,14100
LPG,Westside Self Service,200 Highway 2 W,At Highway 191 N,Malta,MT,59538,0077,406-654-1406,E,,Public - call ahead,5am-12am daily,Cash A D M V Wright_Exp,,,,,,,,,,GPS,48.360625,-107.871144,2011-11-30,14105
LPG,Northern Energy Inc,2200 Airport Rd,"Off I-15, Cedar exit, east through signal on Airport, 0.25 mile on right",Helena,MT,59601,1253,406-442-5409  800-683-0962,E,,Public - see hours,7:30am-5:30pm M-F,Cash Checks A D M V,,,,,,,,,,200-8,46.602813,-112.001588,2011-11-30,14106
LPG,Northern Energy Propane,2400 N 7th Ave,"1 mile north of I-90, 7th St exit",Bozeman,MT,59715,2541,406-586-9707,E,,Public - see hours,8am-5pm M-F,Cash A D M V,,,,,,,,,,200-8,45.70395,-111.044453,2011-11-30,14110
LPG,V-1 Propane,2364 Highway 93 N,Between Main St and Victor Crossing,Victor,MT,59875,9657,406-642-3636,E,,Public - see hours,8am-5pm M-F,Cash D M V,,,,,,,,,,200-8,46.4155573,-114.1453697,2011-11-30,14114
LPG,Northern Energy Propane,1120 E Idaho St,East of Highway 93 on Highway 2,Kalispell,MT,59901,3227,406-257-3406,E,,Public - see hours,8am-5pm M-F,Cash A D M V,,,,,,,,,,200-8,48.208837,-114.292342,2011-11-30,14115
LPG,AmeriGas,1901 Pleasant St,Near Highway 38,DeKalb,IL,60115,2665,815-758-5416,E,,Public - call ahead,7am-3:30pm M-F,Cash A D M V,,,,,,,,,,200-8,41.9328155,-88.7269657,2012-02-29,14121
LPG,AmeriGas,4158 Division St,"Roosevelt Road, west to Oak Ridge, north to Division",Hillside,IL,60162,1898,708-544-1131,E,,Public - see hours,"7am-4:30pm M-F, 8am-12pm Sat",Cash A M V,,,,,,,,,,200-8,41.866229,-87.887103,2011-11-30,14122
LPG,AmeriGas,25224 W Route 30,"5 miles north of Route 126, 5 miles south of Routh 34",Plainfield,IL,60544,,815-436-2011,E,,Public - see hours,6am-3pm M-F,Cash A D M V,,,,,,,,,,200-8,41.6572776,-88.234643,2012-02-29,14128
LPG,Hicksgas - Roberts,202 N Highway 54,,Roberts,IL,60962,,217-395-2271,E,,Public - call ahead,"8am-5pm M-F, 8am-12pm Sat (Sat hours in winter only)",Cash D M V,,,,,,,,,,200-8,40.6142725,-88.1768117,2011-11-30,14133
LPG,Blick & Blick Oil Inc,203 SE Fifth Ave,0.5 block north of Highway 17,Aledo,IL,61231,1794,309-582-2012,E,,Public - see hours,"7am-5pm M-F, 7am-12pm Sat",Cash M V,,,,,,,,,,200-8,41.200263,-90.74497,2011-11-30,14137
LPG,Ferrellgas,1242 S West St,,Galesburg,IL,61401,,309-343-3145,E,,Public - call ahead,8am-5pm M-F,Cash Checks A D M V,,,,,,,,,,200-8,40.9318421,-90.3744395,2011-11-30,14141
LPG,United Fuel Co,536 N Ohio Ave,West of Illinois Central Railroad tracks at north edge of town,Rantoul,IL,61866,1002,217-892-2083,E,,Public - call ahead,8am-4:30pm M-F,Cash A D M V,,,,,,,,,,200-8,40.3166395,-88.157362,2011-11-30,14144
LPG,Rull Brothers Propane,214 Park St,"South of Joe Page Bridge, on right going into Hardin",Hardin,IL,62047,0267,618-576-2223,E,,Public - call ahead,8am-1pm M-F,Cash D M V,,,,,,,,,,200-8,39.1566003,-90.6180128,2011-11-30,14145
LPG,Thompson's Gas Inc,1431 N Illinois St,"3 blocks south of Route 161 and Route 159, or 5 miles south of I-64",Swansea,IL,60115,,618-233-6541,E,,Public - see hours,"8am-5pm M-F, 8am-12pm Sat",Cash D M V,,,,,,,,,,200-8,42.000319,-88.0837495,2011-11-30,14147
LPG,Wade Sales & Service Inc,120 N 4th St,Route 50 West,Breese,IL,62230,1400,618-526-7243,E,,Public - call ahead,"7:30am-4:30pm M-F, 8am-12pm Sat",Cash M V,,,,,,,,,,200-8,38.61069,-89.53424,2011-11-30,14148
LPG,Illinois Propane,2304 S Main St,,Jacksonville,IL,62650,,217-245-6311  217-370-6463,E,,Public - call ahead,8am-4:30pm M-F,Cash D M V,,,,,,,,,,200-8,39.6924361,-90.2287099,2011-11-30,14155
LPG,Harper Propane Service Inc,13079 N Shiloh Dr,"0.75 mile west of I-57/IL 15 interchange to Shiloh Drive, north 0.25 mile",Mount Vernon,IL,62864,7391,618-242-4359,E,,Public - call ahead,8am-5pm M-F,Cash M V,,,,,,,,,,200-8,38.3182502,-88.969977,2011-11-30,14158
LPG,Southern Gas Co,1114 N Marion St,At Washington,Carbondale,IL,62901,1556,618-457-5919,E,,Public - see hours,8am-4:30pm M-F,Cash Checks M V,,,,,,,,,,200-8,37.7382368,-89.2149088,2011-11-30,14160
LPG,Nash Gas Co Inc,504 W Highway Z,"I-29 to exit 30 60 E, station is second on left after bridge",Dearborn,MO,64439,0058,816-450-3333,E,,Public - see hours,8am-12pm and 1pm-5pm M-F,Cash D M V,,,,,,,,,,200-8,39.5226714,-94.7725657,2012-02-29,14183
LPG,J.I. Banker Gas Service Inc,6629 Memorial Hwy,"I-29 to I-229, Exit on 752 to Hwy. 59 S., Left at Hwy. 59, go three blocks S.",Saint Louis,MO,64504,,816-238-4115,E,,Public - call ahead,"8am-5pm M-F, 8am-12pm Sat",Cash A D M V,,,,,,,,,,200-8,39.7070291,-94.8789365,2012-02-29,14185
LPG,Ferrellgas,1 E Jackson,Off Highway 65,Chillicothe,MO,64601,2844,660-646-5438  660-247-0446,E,,Public - call ahead,8am-5pm M-F,Cash A D M V,,,,,,,,,,200-8,39.7934906,-93.5430097,2012-02-29,14186
LPG,MFA Oil & Propane Co,301 E Old Route 50,On Highway A,Otterville,MO,65348,1321,660-366-4311,E,,Public - call ahead,8am-4:30pm M-F,Cash A D M V,,,,,,,,,,GPS,38.698654,-92.999338,2012-02-29,14205
LPG,AmeriGas,211 Highway DD W,"I-44 to Cuba exit, right on Highway 19, left across bridge, onto DD before Voss Truck Port, plant is on right",Cuba,MO,65453,8158,573-885-3392,E,,Public - call ahead,7:30am-4:30pm M-F,Cash D M V,,,,,,,,,,200-8,38.0702299,-91.4121619,2011-01-31,14208
LPG,Rural Gas Inc,201 North M St,"North end of Belleville on M St, just off US 81 Hwy",Belleville,KS,66935,,785-527-2441,E,,Public - see hours,"8am-6pm M-F, 8am-4pm Sat",Cash Checks,,,,,,,,,,200-8,39.8376318,-97.6310699,2011-05-31,14225
LPG,Mike Groves Oil Inc,801 E Madison Ave,At US 77 bypass S and US 166 W,Arkansas City,KS,67005,8954,620-442-3225  620-442-0480,E,,Public - see hours,"6am-7pm M-Sat, 9am-6pm Sun",Cash A D M V,,,,,,,,,,200-8,37.055356,-97.029931,2011-05-31,14226
LPG,Marr's LP Gas - Global,24281 31st Rd,"One mile north of downtown, 3 miles west, 1.75 miles north, station on west side of road",Arkansas City,KS,67005,5880,620-442-0125,E,,Public - call ahead,Call ahead for arrangements,Cash,,,,,,,,,,200-8,37.139167,-97.096219,2011-05-31,14227
LPG,Propane Central,3610 N K-15 Hwy,"I-35, exit 34",Newton,KS,67114,9272,316-283-5530  800-864-6379,E,,Public - see hours,8am-5pm M-F,Cash D M V,,,,,,,,,,200-8,38.0868244,-97.3459352,2011-05-31,14232
LPG,Propane Central,514 N 9th St,At W North St,Salina,KS,67401,2024,785-823-2287  800-246-2350,E,,Public - see hours,"7:30am-5:30pm M-F, 8am-12pm Sat (Sat only in winter)",Cash D M V,,,,,,,,,,200-8,38.8497738,-97.6123997,2011-05-31,14236
LPG,Cardie Oil Inc,518 Main St,4 miles east of K-15 and Tampa/Roxbury Road junction,Tampa,KS,67483,,785-965-2215,E,,Public - call ahead,"8am-5pm M-F, 8am-12pm Sat",Cash D M V,,,,,,,,,,200-8,38.5502906,-97.1535428,2011-05-31,14240
LPG,Bridgman Oil Co,109 Clay St,"From 3rd St and Severance, 1 block east and 2 blocks south",Hutchinson,KS,67501,8093,620-665-6811,E,,Public - call ahead,"8am-12pm 1pm-5pm M-F, 8am-12pm Sat",Cash A D M V,,,,,,,,,,200-8,38.0539,-97.9113,2011-05-31,14243
